user_id,username,full_name,department,role,location,hostname,device_id,status,hire_date,termination_date,manager_username,failed_login_count,successful_login_count,mfa_failure_count,average_iam_risk,maximum_iam_risk,total_iam_events,total_firewall_events,firewall_deny_count,firewall_threat_count,total_bytes_sent,total_bytes_received,total_endpoint_alerts,critical_endpoint_alerts,high_endpoint_alerts,invalid_resolution_alerts,hostname_endpoint_alerts,authentication_risk,network_risk,endpoint_risk,iam_risk_contribution,zero_trust_risk_score,risk_level,zero_trust_action,insider_threat_indicator,signal_failed_login,signal_mfa_failure,signal_high_iam_risk,signal_firewall_deny,signal_firewall_threat,signal_endpoint_alert,signal_critical_endpoint,signal_high_endpoint,signal_extreme_iam_risk,insider_threat_score,insider_risk_level,recommended_action,security_signal_count,threat_confidence,threat_classification,threat_explanation,priority
EMP12952,chakrika.ratta76,Chakrika Ratta,Innovation,Officer,warehouse,WS-12952,DEV 87286,Deactivated,10-25-2021 07:21:56 PM,1637357931,manager697,4.0,2.0,4.0,60.142857142857146,100.0,7.0,7.0,0.0,1.0,32996182.0,48446662.0,0.0,0.0,0.0,0.0,0.0,48.0,10.0,0.0,30.071428571428573,88.07,CRITICAL,BLOCK,0,1,1,0,0,1,0,0,0,1,61.03,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,4 failed login attempts + 4 MFA failures + 1 firewall threat events + maximum IAM risk 100/100,2
EMP10306,saanvi.loke20,Saanvi Loke,Operations,Analyst,data center,LPT-10306,DEV48722,Live,,not available,manager847,2.0,2.0,3.0,54.85714285714285,91.0,7.0,13.0,4.0,1.0,167823203.0,96986771.0,2.0,0.0,0.0,0.0,2.0,31.0,22.0,4.0,27.428571428571427,84.43,CRITICAL,BLOCK,0,0,1,0,0,1,1,0,0,1,60.97,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,3 MFA failures + 1 firewall threat events + 2 endpoint alerts + maximum IAM risk 91/100,2
EMP10156,laban.muni15,Laban Muni,Customer Support,Officer,Branch_Office,WS-10156,DEV56019,A,2025-06-28 07:42:58,,,2.0,3.0,5.0,44.66666666666666,76.0,6.0,7.0,2.0,0.0,127048057.0,170486209.0,6.0,0.0,0.0,0.0,4.0,45.0,6.0,12.0,22.33333333333333,85.33,CRITICAL,BLOCK,0,0,1,0,0,0,1,0,0,0,60.93,HIGH,RESTRICT,2,MEDIUM,SUSPICIOUS,5 MFA failures + 6 endpoint alerts,2
EMP10211,krishna_seth41,Krishna Seth,Operations,Director,,WS-10211,DEV77499,Enabled,2022/09/18,,MANAGER225,3.0,1.0,2.0,59.6,97.0,5.0,10.0,4.0,1.0,131002334.0,113119551.0,2.0,0.0,0.0,0.0,2.0,29.0,22.0,4.0,29.8,84.8,CRITICAL,BLOCK,1,1,1,0,0,1,1,0,0,1,60.92,HIGH,RESTRICT,5,HIGH,SUSPICIOUS,3 failed login attempts + 2 MFA failures + 1 firewall threat events + 2 endpoint alerts + maximum IAM risk 97/100,2
EMP12325,,Laban Sankar,Human Resources,Engineer,Data Center,VDR-12325,,Enabled,24/04/2021 00:05,not available,manager500,2.0,2.0,2.0,54.6,100.0,5.0,11.0,5.0,1.0,94658206.0,145543430.0,3.0,0.0,0.0,0.0,3.0,24.0,25.0,6.0,27.3,82.3,CRITICAL,BLOCK,0,0,1,0,1,1,1,0,0,1,60.92,HIGH,RESTRICT,5,HIGH,SUSPICIOUS,2 MFA failures + 5 firewall DENY events + 1 firewall threat events + 3 endpoint alerts + maximum IAM risk 100/100,2
EMP11008,jason.ravi20,Jason Ravi,Operations,Specialist,Regional Office,VDR-11008,DEV89670,Active,29-Apr-2023 10:33:50,,,2.0,2.0,1.0,44.6,89.0,5.0,8.0,5.0,1.0,129696268.0,140288167.0,3.0,0.0,2.0,0.0,3.0,17.0,25.0,22.0,22.3,86.3,CRITICAL,BLOCK,0,0,0,0,1,1,1,0,1,0,60.92,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,5 firewall DENY events + 1 firewall threat events + 3 endpoint alerts + 2 high-severity endpoint alerts,2
EMP12609,gagan.sankar65,Gagan Sankar,Compliance,Analyst,,LPT-12609.CORP.LOCAL,,Active,2025-12-11T07:19:39,not available,manager708,3.0,7.0,5.0,49.4,97.0,10.0,2.0,0.0,0.0,12689624.0,47568.0,3.0,0.0,0.0,0.0,1.0,50.0,0.0,6.0,24.7,80.7,CRITICAL,BLOCK,1,1,1,0,0,0,1,0,0,1,60.88,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,3 failed login attempts + 5 MFA failures + 3 endpoint alerts + maximum IAM risk 97/100,2
EMP11358,lavanya.pillai59,Lavanya Pillai,IT,Executive,,WS-11358,DEV44521,A,,not available,,5.0,5.0,3.0,44.30769230769231,100.0,13.0,8.0,3.0,0.0,57567558.0,114529393.0,2.0,0.0,0.0,0.0,2.0,46.0,9.0,4.0,22.153846153846157,81.15,CRITICAL,BLOCK,1,1,1,0,0,0,1,0,0,1,60.86,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,5 failed login attempts + 3 MFA failures + 2 endpoint alerts + maximum IAM risk 100/100,2
EMP12788,utkarsh.vora38,Utkarsh Vora,Marketing,Administrator,Work_From_Home,WS-12788,DEV 47566,A,01/01/2020,,,2.0,6.0,2.0,49.25,100.0,8.0,10.0,1.0,1.0,91023089.0,131607944.0,4.0,0.0,1.0,1.0,3.0,24.0,13.0,16.0,24.625,77.62,HIGH,RESTRICT,0,0,1,0,0,1,1,0,1,1,60.85,HIGH,RESTRICT,5,HIGH,SUSPICIOUS,2 MFA failures + 1 firewall threat events + 4 endpoint alerts + 1 high-severity endpoint alerts + maximum IAM risk 100/100,2
EMP10815,samesh.padmanabhan9,Samesh Padmanabhan,Operations,Engineer,,LPT-10815,DEV-87982,Blocked,2023-06-10 01:58:31,30/03/2025 20:05,manager385,0.0,3.0,1.0,54.25,96.0,4.0,13.0,3.0,2.0,88428848.0,131017545.0,2.0,1.0,0.0,1.0,2.0,7.0,29.0,19.0,27.125,82.12,CRITICAL,BLOCK,0,0,0,0,0,1,1,1,0,1,60.85,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,2 firewall threat events + 2 endpoint alerts + 1 critical endpoint alerts + maximum IAM risk 96/100,2
EMP12992,sathvik.agrawal90,Sathvik Agrawal,Compliance,Administrator,WAREHOUSE,WS-12992,DEV21590,Active,11-03-2023 06:07:05 PM,,,3.0,1.0,4.0,59.0,100.0,5.0,4.0,3.0,0.0,37132429.0,48924404.0,2.0,0.0,0.0,0.0,2.0,43.0,9.0,4.0,29.5,85.5,CRITICAL,BLOCK,1,1,1,0,0,0,1,0,0,1,60.8,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,3 failed login attempts + 4 MFA failures + 2 endpoint alerts + maximum IAM risk 100/100,2
EMP12686,tara.muni30,Tara Muni,Operations,Consultant,,WS-12686.CORP.LOCAL,DEV22332,Active,2026-02-14 07:49:50,,unknown,2.0,4.0,3.0,49.0,100.0,6.0,2.0,1.0,0.0,34022.0,71284585.0,5.0,0.0,1.0,0.0,0.0,31.0,3.0,18.0,24.5,76.5,HIGH,RESTRICT,0,0,1,0,0,0,1,0,1,1,60.8,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,3 MFA failures + 5 endpoint alerts + 1 high-severity endpoint alerts + maximum IAM risk 100/100,2
EMP12909,varsha_swamy83,Varsha Swamy,Call Center,Officer,regional office,WS-12909,DEV 95939,Blocked,11-01-2020 09:08:30 AM,1640142426,,3.0,4.0,3.0,43.85714285714285,100.0,7.0,10.0,4.0,0.0,170130821.0,141189256.0,4.0,0.0,0.0,0.0,4.0,36.0,12.0,8.0,21.928571428571427,77.93,HIGH,RESTRICT,1,1,1,0,0,0,1,0,0,1,60.77,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,3 failed login attempts + 3 MFA failures + 4 endpoint alerts + maximum IAM risk 100/100,2
EMP11127,kritika.gole37,Kritika Gole,IT Support,Executive,Data Center,WS-11127,DEV53412,Resigned,13/05/2021 01:45,10/06/2025 04:35,unknown,3.0,3.0,5.0,58.85714285714285,100.0,7.0,4.0,2.0,0.0,46796168.0,74543842.0,1.0,0.0,0.0,0.0,1.0,50.0,6.0,2.0,29.428571428571427,87.43,CRITICAL,BLOCK,1,1,1,0,0,0,1,0,0,1,60.77,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,3 failed login attempts + 5 MFA failures + 1 endpoint alerts + maximum IAM risk 100/100,2
EMP11890,zansi.baria53,Zansi Baria,Procurement,Administrator,REMOTE,LPT-11890,DEV-90790,Deactivated,2021/01/22,25/03/2023 12:36,manager609,1.0,4.0,3.0,63.8,100.0,5.0,14.0,5.0,1.0,237204219.0,163240816.0,2.0,0.0,0.0,1.0,2.0,26.0,25.0,4.0,31.9,86.9,CRITICAL,BLOCK,0,0,1,0,1,1,1,0,0,1,60.76,HIGH,RESTRICT,5,HIGH,SUSPICIOUS,3 MFA failures + 5 firewall DENY events + 1 firewall threat events + 2 endpoint alerts + maximum IAM risk 100/100,2
EMP12387,advik.sura55,Advik Sura,Legal,Consultant,Branch Office,WS-12387,DEV-54141,Live,1780208060,,,3.0,1.0,2.0,53.75,100.0,4.0,11.0,3.0,1.0,151084808.0,139766277.0,3.0,0.0,0.0,0.0,2.0,29.0,19.0,6.0,26.875,80.88,CRITICAL,BLOCK,1,1,1,0,0,1,1,0,0,1,60.75,HIGH,RESTRICT,5,HIGH,SUSPICIOUS,3 failed login attempts + 2 MFA failures + 1 firewall threat events + 3 endpoint alerts + maximum IAM risk 100/100,2
EMP12921,kashvi.vala58,Kashvi Vala,Procurement,Trainee,warehouse,LPT-12921,DEV 28628,Active,2022-07-28T23:59:54,not available,,2.0,1.0,2.0,38.75,90.0,4.0,13.0,1.0,2.0,195387844.0,246921995.0,4.0,0.0,0.0,0.0,4.0,24.0,23.0,8.0,19.375,74.38,HIGH,RESTRICT,0,0,1,0,0,1,1,0,0,1,60.75,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,2 MFA failures + 2 firewall threat events + 4 endpoint alerts + maximum IAM risk 90/100,2
EMP10894,balhaar.shukla89,Balhaar Shukla,Compliance,Administrator,HEAD OFFICE,LPT-10894,DEV 27709,Active,1607878083,not available,,3.0,4.0,5.0,43.583333333333336,100.0,12.0,5.0,2.0,0.0,78503120.0,39435236.0,2.0,0.0,0.0,2.0,2.0,50.0,6.0,4.0,21.791666666666668,81.79,CRITICAL,BLOCK,1,1,1,0,0,0,1,0,0,1,60.72,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,3 failed login attempts + 5 MFA failures + 2 endpoint alerts + maximum IAM risk 100/100,2
EMP10219,ira.barad51,Ira Barad,Operations,Consultant,Warehouse,WS-10219,DEV28909,Live,2024-04-30T18:55:34,,manager141,2.0,3.0,3.0,38.4,80.0,5.0,7.0,5.0,1.0,95734457.0,45730354.0,2.0,0.0,1.0,2.0,2.0,31.0,25.0,12.0,19.2,87.2,CRITICAL,BLOCK,0,0,1,0,1,1,1,0,1,0,60.68,HIGH,RESTRICT,5,HIGH,SUSPICIOUS,3 MFA failures + 5 firewall DENY events + 1 firewall threat events + 2 endpoint alerts + 1 high-severity endpoint alerts,2
EMP12210,sarthak.dhillon72,Sarthak Dhillon,Sales,Director,,VDR-12210,DEV36516,Active,03-13-2021 12:48:03 PM,not available,manager843,1.0,2.0,3.0,53.4,100.0,5.0,5.0,1.0,0.0,82445250.0,70114696.0,4.0,1.0,0.0,1.0,4.0,26.0,3.0,23.0,26.7,78.7,HIGH,RESTRICT,0,0,1,0,0,0,1,1,0,1,60.68,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,3 MFA failures + 4 endpoint alerts + 1 critical endpoint alerts + maximum IAM risk 100/100,2
EMP12315,laksh.sama59,Laksh Sama,Sales,Manager,Regional_Office,LPT-12315,DEV 13930,Active,11-02-2025 03:08:17 AM,,manager607,1.0,4.0,3.0,43.333333333333336,100.0,6.0,15.0,4.0,1.0,181587500.0,115052416.0,2.0,0.0,1.0,0.0,2.0,26.0,22.0,12.0,21.666666666666668,81.67,CRITICAL,BLOCK,0,0,1,0,0,1,1,0,1,1,60.67,HIGH,RESTRICT,5,HIGH,SUSPICIOUS,3 MFA failures + 1 firewall threat events + 2 endpoint alerts + 1 high-severity endpoint alerts + maximum IAM risk 100/100,2
EMP12821,nicholas.thakur60,Nicholas Thakur,Operations,Trainee,Remote,VDR-12821,DEV-52163,A,04-29-2022 06:46:35 AM,,,2.0,5.0,2.0,63.285714285714285,100.0,7.0,5.0,1.0,1.0,89426131.0,6623592.0,5.0,0.0,0.0,0.0,4.0,24.0,13.0,10.0,31.642857142857142,78.64,HIGH,RESTRICT,0,0,1,0,0,1,1,0,0,1,60.66,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,2 MFA failures + 1 firewall threat events + 5 endpoint alerts + maximum IAM risk 100/100,2
EMP12008,neel.balay38,Neel Balay,Customer Support,Analyst,Work From Home,LPT-12008,DEV 66512,Enabled,06-13-2020 08:31:08 AM,not available,manager309,4.0,3.0,4.0,33.142857142857146,96.0,7.0,11.0,2.0,0.0,104935592.0,179547528.0,3.0,0.0,0.0,0.0,3.0,48.0,6.0,6.0,16.571428571428573,76.57,HIGH,RESTRICT,1,1,1,0,0,0,1,0,0,1,60.63,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,4 failed login attempts + 4 MFA failures + 3 endpoint alerts + maximum IAM risk 96/100,2
EMP12990,vyanjana.prabhu25,Vyanjana Prabhu,Procurement,Manager,Data Center,LPT-12990,DEV 86687,Terminated,1735846277,2025/08/24,manager504,1.0,1.0,1.0,58.0,100.0,2.0,11.0,2.0,2.0,164477094.0,63317107.0,6.0,0.0,0.0,0.0,6.0,12.0,26.0,12.0,29.0,79.0,HIGH,RESTRICT,0,0,0,0,0,1,1,0,0,1,60.6,HIGH,RESTRICT,3,MEDIUM,SUSPICIOUS,2 firewall threat events + 6 endpoint alerts + maximum IAM risk 100/100,2
EMP10882,mason.varghese84,Mason Varghese,Finance,Manager,Remote,WS-10882,DEV66670,Enabled,1661078985,,,0.0,2.0,1.0,13.0,26.0,2.0,8.0,3.0,1.0,119104083.0,142201653.0,5.0,2.0,0.0,1.0,5.0,7.0,19.0,40.0,6.5,72.5,HIGH,RESTRICT,0,0,0,0,0,1,1,1,0,0,60.6,HIGH,RESTRICT,3,MEDIUM,SUSPICIOUS,1 firewall threat events + 5 endpoint alerts + 2 critical endpoint alerts,2
EMP11438,joshua.patel12,Joshua Patel,Customer Support,Engineer,Remote,LPT-11438,DEV71300,Working,2020-12-24T05:15:20,,manager746,1.0,3.0,1.0,93.0,100.0,5.0,6.0,2.0,0.0,63505296.0,79852307.0,4.0,1.0,0.0,2.0,4.0,12.0,6.0,23.0,46.5,87.5,CRITICAL,BLOCK,0,0,0,1,0,0,1,1,0,1,60.6,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,average IAM risk 93/100 + 4 endpoint alerts + 1 critical endpoint alerts + maximum IAM risk 100/100,2
EMP11982,parth.raval73,Parth Raval,Human Resources,Administrator,Head_Office,VDR-11982,DEV50579,A,27/08/2021,,unknown,2.0,6.0,4.0,57.875,97.0,8.0,5.0,2.0,0.0,141688184.0,77807176.0,4.0,0.0,0.0,0.0,2.0,38.0,6.0,8.0,28.9375,80.94,CRITICAL,BLOCK,0,0,1,0,0,0,1,0,0,1,60.58,HIGH,RESTRICT,3,MEDIUM,SUSPICIOUS,4 MFA failures + 4 endpoint alerts + maximum IAM risk 97/100,2
EMP12800,pooja.sani57,Pooja Sani,Customer Support,Officer,Head_Office,LPT-12800,DEV 61346,Live,03-04-2025 05:46:04 AM,,manager192,2.0,4.0,2.0,37.85714285714285,94.0,7.0,7.0,5.0,1.0,90593490.0,110360651.0,2.0,0.0,1.0,1.0,1.0,24.0,25.0,12.0,18.928571428571427,79.93,HIGH,RESTRICT,0,0,1,0,1,1,1,0,1,1,60.57,HIGH,RESTRICT,6,VERY HIGH,SUSPICIOUS,2 MFA failures + 5 firewall DENY events + 1 firewall threat events + 2 endpoint alerts + 1 high-severity endpoint alerts + maximum IAM risk 94/100,2
EMP12819,chakradhar.nagi26,Chakradhar Nagi,Research and Development,Consultant,WAREHOUSE,WS-12819,DEV88309,Active,14-Dec-2020 07:49:07,not available,manager944,3.0,5.0,2.0,47.5,94.0,8.0,6.0,3.0,0.0,52840826.0,101104819.0,4.0,0.0,1.0,0.0,4.0,29.0,9.0,16.0,23.75,77.75,HIGH,RESTRICT,1,1,1,0,0,0,1,0,1,1,60.5,HIGH,RESTRICT,5,HIGH,SUSPICIOUS,3 failed login attempts + 2 MFA failures + 4 endpoint alerts + 1 high-severity endpoint alerts + maximum IAM risk 94/100,2
EMP11287,zansi.boase65,Zansi Boase,Operations,Trainee,Remote,WS-11287,DEV 71151,Enabled,28-Jun-2023 15:06:00,,manager672,3.0,3.0,2.0,47.5,93.0,6.0,9.0,1.0,2.0,67155061.0,138286865.0,2.0,0.0,0.0,0.0,2.0,29.0,23.0,4.0,23.75,79.75,HIGH,RESTRICT,1,1,1,0,0,1,1,0,0,1,60.5,HIGH,RESTRICT,5,HIGH,SUSPICIOUS,3 failed login attempts + 2 MFA failures + 2 firewall threat events + 2 endpoint alerts + maximum IAM risk 93/100,2
EMP12612,advay.dani76,Advay Dani,Research and Development,Officer,DATA CENTER,LPT-12612,DEV23757,L,11/06/2026,27/06/2026 02:32,unknown,2.0,8.0,3.0,42.5,100.0,10.0,13.0,1.0,2.0,163336534.0,107606785.0,2.0,0.0,0.0,0.0,1.0,31.0,23.0,4.0,21.25,79.25,HIGH,RESTRICT,0,0,1,0,0,1,1,0,0,1,60.5,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,3 MFA failures + 2 firewall threat events + 2 endpoint alerts + maximum IAM risk 100/100,2
EMP12235,pahal_pingle94,Pahal Pingle,Human Resources,Specialist,Work_From_Home,VDR-12235,DEV 77458,Exited,1705111425,1746833626,unknown,5.0,5.0,9.0,42.30769230769231,100.0,13.0,5.0,1.0,0.0,51192241.0,47597093.0,0.0,0.0,0.0,0.0,0.0,88.0,3.0,0.0,21.153846153846157,100.0,CRITICAL,BLOCK,0,1,1,0,0,0,0,0,0,1,60.46,HIGH,RESTRICT,3,MEDIUM,SUSPICIOUS,5 failed login attempts + 9 MFA failures + maximum IAM risk 100/100,2
EMP10146,maanas.reddy9,Maanas Reddy,Finance,Analyst,Head Office,VDR-10146,DEV 79531,A,28-Jul-2023 08:58:46,,manager261,1.0,3.0,2.0,37.25,59.0,4.0,9.0,0.0,3.0,160355804.0,45654156.0,3.0,0.0,1.0,0.0,3.0,19.0,30.0,14.0,18.625,81.62,CRITICAL,BLOCK,0,0,1,0,0,1,1,0,1,0,60.45,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,2 MFA failures + 3 firewall threat events + 3 endpoint alerts + 1 high-severity endpoint alerts,2
EMP10303,yashvi.more14,Yashvi More,Sales,Consultant,BRANCH OFFICE,VDR-10303,DEV 90304,A,,,,3.0,1.0,4.0,62.0,89.0,4.0,7.0,0.0,2.0,66719230.0,80549877.0,0.0,0.0,0.0,0.0,0.0,43.0,20.0,0.0,31.0,94.0,CRITICAL,BLOCK,0,1,1,0,0,1,0,0,0,0,60.4,HIGH,RESTRICT,3,MEDIUM,SUSPICIOUS,3 failed login attempts + 4 MFA failures + 2 firewall threat events,2
EMP12600,aarnav.kaul95,Aarnav Kaul,Legal,Officer,BRANCH OFFICE,LPT-12600.CORP.LOCAL,,Live,2025-06-02 16:56:32,not available,  manager358  ,3.0,3.0,3.0,37.0,98.0,6.0,1.0,0.0,0.0,48690695.0,45383150.0,3.0,1.0,0.0,2.0,0.0,36.0,0.0,21.0,18.5,75.5,HIGH,RESTRICT,1,1,1,0,0,0,1,1,0,1,60.4,HIGH,RESTRICT,5,HIGH,SUSPICIOUS,3 failed login attempts + 3 MFA failures + 3 endpoint alerts + 1 critical endpoint alerts + maximum IAM risk 98/100,2
EMP10730,omkaar.balakrishnan85,Omkaar Balakrishnan,Sales,Administrator,regional office,WS-10730,DEV23994,Working,2023-01-21 04:27:02,not available,manager747,0.0,3.0,1.0,41.75,77.0,4.0,13.0,6.0,4.0,174127350.0,235480462.0,1.0,0.0,0.0,0.0,1.0,7.0,58.0,2.0,20.875,87.88,CRITICAL,BLOCK,0,0,0,0,1,1,1,0,0,0,60.35,HIGH,RESTRICT,3,MEDIUM,SUSPICIOUS,6 firewall DENY events + 4 firewall threat events + 1 endpoint alerts,2
EMP11938,omya.choudhury49,Omya Choudhury,Operations,Consultant,head office,WS-11938,DEV 77618,A,2021/04/10,not available,MANAGER676,2.0,2.0,3.0,36.6,80.0,5.0,6.0,3.0,0.0,63871687.0,135253562.0,4.0,1.0,0.0,1.0,4.0,31.0,9.0,23.0,18.3,81.3,CRITICAL,BLOCK,0,0,1,0,0,0,1,1,0,0,60.32,HIGH,RESTRICT,3,MEDIUM,SUSPICIOUS,3 MFA failures + 4 endpoint alerts + 1 critical endpoint alerts,2
EMP12271,unnati.hegde31,Unnati Hegde,Legal,Executive,work from home,LPT-12271,DEV 28542,Live,2023-01-03 23:30:27,not available,manager179,2.0,4.0,2.0,56.625,100.0,8.0,10.0,2.0,2.0,199361766.0,121977037.0,2.0,0.0,0.0,0.0,2.0,24.0,26.0,4.0,28.3125,82.31,CRITICAL,BLOCK,0,0,1,0,0,1,1,0,0,1,60.32,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,2 MFA failures + 2 firewall threat events + 2 endpoint alerts + maximum IAM risk 100/100,2
EMP11659,vritti.sundaram41,Vritti Sundaram,Operations,Engineer,regional office,LPT-11659,,Active,2020-07-24T03:02:16,,manager423,4.0,0.0,4.0,46.5,100.0,6.0,8.0,2.0,0.0,54137359.0,135181190.0,2.0,0.0,0.0,1.0,2.0,48.0,6.0,4.0,23.25,81.25,CRITICAL,BLOCK,1,1,1,0,0,0,1,0,0,1,60.3,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,4 failed login attempts + 4 MFA failures + 2 endpoint alerts + maximum IAM risk 100/100,2
EMP10854,upkaar_pathak71,Upkaar Pathak,Operations,Trainee,Regional Office,LPT-10854,DEV16828,Active,24/07/2021,,  manager910  ,2.0,2.0,2.0,71.42857142857143,100.0,7.0,12.0,3.0,1.0,102515508.0,172042209.0,3.0,0.0,0.0,2.0,3.0,24.0,19.0,6.0,35.714285714285715,84.71,CRITICAL,BLOCK,0,0,1,1,0,1,1,0,0,1,60.29,HIGH,RESTRICT,5,HIGH,SUSPICIOUS,2 MFA failures + average IAM risk 71/100 + 1 firewall threat events + 3 endpoint alerts + maximum IAM risk 100/100,2
EMP12130,krishna.kata74,Krishna Kata,Customer Support,Specialist,,VDR-12130,DEV68796,L,1607889949,2024/09/24,unknown,1.0,1.0,1.0,71.33333333333333,100.0,3.0,13.0,4.0,3.0,233523055.0,158851830.0,0.0,0.0,0.0,0.0,0.0,12.0,42.0,0.0,35.666666666666664,89.67,CRITICAL,BLOCK,0,0,0,1,0,1,0,0,0,1,60.27,HIGH,RESTRICT,3,MEDIUM,SUSPICIOUS,average IAM risk 71/100 + 3 firewall threat events + maximum IAM risk 100/100,2
EMP12323,tanvi.bal60,Tanvi Bal,Sales,Manager,Data_Center,LPT-12323,DEV89195,Active,11-17-2024 07:30:29 AM,not available,manager226,4.0,6.0,4.0,41.3,96.0,10.0,6.0,1.0,0.0,97062088.0,135648701.0,3.0,0.0,0.0,0.0,3.0,48.0,3.0,6.0,20.65,77.65,HIGH,RESTRICT,1,1,1,0,0,0,1,0,0,1,60.26,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,4 failed login attempts + 4 MFA failures + 3 endpoint alerts + maximum IAM risk 96/100,2
EMP10851,darpan.kapoor33,Darpan Kapoor,Brand,Manager,Work_From_Home,LPT-10851,,A,2021-05-12 19:24:29,,unknown,3.0,6.0,4.0,51.2,100.0,10.0,8.0,2.0,0.0,173539962.0,88197789.0,3.0,0.0,0.0,0.0,2.0,43.0,6.0,6.0,25.6,80.6,CRITICAL,BLOCK,1,1,1,0,0,0,1,0,0,1,60.24,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,3 failed login attempts + 4 MFA failures + 3 endpoint alerts + maximum IAM risk 100/100,2
EMP11866,leena.sankaran10,Leena Sankaran,Finance,Manager,Work_From_Home,LPT-11866,DEV41398,A,21/07/2026 08:40,not available,,3.0,4.0,5.0,61.142857142857146,100.0,7.0,3.0,0.0,0.0,34991792.0,49.0,2.0,0.0,0.0,0.0,2.0,50.0,0.0,4.0,30.571428571428573,84.57,CRITICAL,BLOCK,1,1,1,0,0,0,1,0,0,1,60.23,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,3 failed login attempts + 5 MFA failures + 2 endpoint alerts + maximum IAM risk 100/100,2
EMP12960,ekansh.bedi26,Ekansh Bedi,IT,Director,Head_Office,LPT-12960,DEV 34207,Working,2021-07-28 20:03:09,,,2.0,4.0,1.0,51.16666666666666,97.0,6.0,18.0,5.0,2.0,295149992.0,273760342.0,2.0,0.0,0.0,1.0,2.0,17.0,35.0,4.0,25.58333333333333,81.58,CRITICAL,BLOCK,0,0,0,0,1,1,1,0,0,1,60.23,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,5 firewall DENY events + 2 firewall threat events + 2 endpoint alerts + maximum IAM risk 97/100,2
EMP11454,meera.kaur84,Meera Kaur,Finance,Director,,WS-11454,,Active,02-Feb-2024 08:00:54,not available,manager531,2.0,6.0,6.0,51.125,93.0,8.0,6.0,0.0,0.0,125401364.0,94442860.0,2.0,0.0,1.0,0.0,2.0,52.0,0.0,12.0,25.5625,89.56,CRITICAL,BLOCK,0,0,1,0,0,0,1,0,1,1,60.22,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,6 MFA failures + 2 endpoint alerts + 1 high-severity endpoint alerts + maximum IAM risk 93/100,2
EMP10642,umang.dhaliwal49,Umang Dhaliwal,Operations,Director,Warehouse,VDR-10642,DEV84964,A,19/06/2024 20:01,not available,  manager821  ,2.0,7.0,4.0,55.9,100.0,10.0,7.0,5.0,0.0,107163561.0,69187428.0,2.0,0.0,0.0,0.0,2.0,38.0,15.0,4.0,27.95,84.95,CRITICAL,BLOCK,0,0,1,0,1,0,1,0,0,1,60.18,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,4 MFA failures + 5 firewall DENY events + 2 endpoint alerts + maximum IAM risk 100/100,2
EMP10683,shaurya.saini86,Shaurya Saini,Operations,Consultant,Data_Center,WS-10683.CORP.LOCAL,DEV13966,Live,1608139689,,manager572,3.0,4.0,2.0,60.875,100.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,29.0,0.0,21.0,30.4375,80.44,CRITICAL,BLOCK,1,1,1,0,0,0,1,1,0,1,60.18,HIGH,RESTRICT,5,HIGH,SUSPICIOUS,3 failed login attempts + 2 MFA failures + 3 endpoint alerts + 1 critical endpoint alerts + maximum IAM risk 100/100,2
EMP11342,devansh.hora57,Devansh Hora,Finance,Administrator,work from home,WS-11342,,Left,2021-01-30 06:23:44,07-26-2022 09:42:34 AM,manager732,3.0,1.0,4.0,25.8,53.0,5.0,12.0,4.0,0.0,215497147.0,250015822.0,3.0,0.0,1.0,0.0,2.0,43.0,12.0,14.0,12.9,81.9,CRITICAL,BLOCK,1,1,1,0,0,0,1,0,1,0,60.16,HIGH,RESTRICT,4,HIGH,SUSPICIOUS,3 failed login attempts + 4 MFA failures + 3 endpoint alerts + 1 high-severity endpoint alerts,2
